"Loại","Ngày","Name / Number","Sender","Nội dung"
"Đã nhận","26 thg 1, 2023 13:12:35","MBBANK","MBBANK","OTP cua Quy Khach la: 66588192. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!"
"Đã nhận","24 thg 1, 2023 17:14:33","VNPT Money","VNPT Money","(TB) LÌ XÌ CỰC CHẤT - Duy nhất trên VNPT Money: Trải nghiệm 3 phong cách lì xì mới lạ độc đáo: Lì xì cá nhân, Lì xì nhóm, Đòi lì xì. Cho Tết vui ngập tràn, nhân niềm vui gấp bội. Thử ngay tại https://km.vnptmoney.vn/LiXi1. LH 18001091 (#3)."
"Đã nhận","17 thg 1, 2023 17:47:44","VinaPhone","VinaPhone","(TB) XUÂN RẤT GẦN - QUÀ RẤT CHẤT! VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào HÔM NAY - 17/01/2023. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Bạn NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(0đ)."
"Đã nhận","14 thg 1, 2023 22:53:30","Amazon","Amazon","amazon.com: Your code is 900693. Don't share it. If you didn't request it, deny here https://amazon.com/a/c/r/5s0lzkbGU3jcqMtLy6ohuxTrZ"
"Đã nhận","13 thg 1, 2023 02:47:35","+84918299093","+84918299093","t.ly/OZQw KM nạp 1 thưởg 1 tỉlệ cượccao,cược tặg 2888ngìn

BpNDa"
"Đã nhận","12 thg 1, 2023 17:09:35","CADongNai","CADongNai","(TB) Để phòng ngừa tai nạn đuối nước dịp Tết Nguyên Đán, Công an tỉnh khuyến cáo: Thường xuyên giám sát kỹ trẻ em, cho trẻ biết mối nguy hiểm đuối nước, không để trẻ chơi đùa quanh ao, hồ, đặc biết là các công trường xây dựng; Khi đi tắm biển, sông, hồ chỉ nên tắm gần bờ, không xuống nước khi đã xử dụng rượu, bia; Khi phát hiện thấy người bị đuối nước, nhanh chóng kêu gọi mọi người đến hỗ trợ và gọi ngay 114 hoặc sử dụng App ""Báo cháy 114""."
"Đã nhận","12 thg 1, 2023 14:08:02","GRAB","GRAB","<#> 271655 is your Grab Activation Code (GAC). It expires in 2 minutes. Do not share it with anyone.
H9CMNjtZ1r6"
"Đã nhận","9 thg 1, 2023 10:50:26","900","900","Tai khoan cua Quy khach da duoc nap 10,000 dong tu vtc vao 09/01/2023 10:50:24. Ma giao dich 1735715589. CSKH 18001091 (0d). Tran trong cam on!"
"Đã nhận","8 thg 1, 2023 09:09:22","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi/gui tin nhan. De duoc ung 20000d vao tai khoan chinh va tiep tuc su dung cac dich vu cua VinaPhone, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h) (Gia cuoc 3900d). De duoc ung tien tu dong khi tai khoan chinh duoi 5000d, soan UTD gui 1576. De tu choi nhan tin, Quy Khach vui long soan TC gui 1576"
"Đã nhận","8 thg 1, 2023 09:08:53","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach khong du de thuc hien cuoc goi. Soan A gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","8 thg 1, 2023 09:08:50","9345","9345","TKC cua Quy Khach khong du de thuc hien cuoc goi. De duoc ung 20 PHUT THOAI(Gia cuoc 32000d), soan 3 gui 9345 (hieu luc trong vong 48h). Tu choi nhan tin, soan TC gui 9345."
"Đã nhận","6 thg 1, 2023 18:34:36","9345","9345","TKC cua Quy Khach sap het. De duoc ung goi 3(20 PHUT THOAI/Gia cuoc 32000d), soan 3 gui 9345. Tu choi nhan tin, soan TC gui 9345."
"Đã nhận","6 thg 1, 2023 18:34:35","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A gui 1357 de duoc ung 40000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 40000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","6 thg 1, 2023 18:31:17","888","888","Kinh moi QK dang ky goi data 3G/4G TOC DO CAO SIEU UU DAI, chi tiet truy cap freedoo.vnpt.vn/goi-cuoc.html de lua chon goi cuoc phu hop voi nhu cau cua QK. CSKH: 18001091"
"Đã nhận","6 thg 1, 2023 13:45:42","VinaPhone","VinaPhone","(TB) KHUYẾN MẠI NẠP THẺ - NĂM MỚI VUI VẺ! VinaPhone tặng Bạn ưu đãi 20% khi nạp thẻ HÔM NAY 06/01/2023 (KM sử dụng gọi/nhắn tin trong 15 ngày). CSKH 18001091 (0đ)."
"Đã nhận","5 thg 1, 2023 08:42:14","VinaPhone","VinaPhone","(VINAPHONE PLUS TB) Diem tich luy cua Hoi vien den thang 01/2023 la 46 diem VinaPhone Plus. Chi tiet truy cap https://vinaphoneplus.com.vn hoac goi 18001091. Tran trong cam on!"
"Đã nhận","3 thg 1, 2023 17:59:11","VinaPhone","VinaPhone","(TB) QUÀ TẶNG NĂM MỚI từ VinaPhone: Bạn nhận ngay 20% ưu đãi khi nạp tiền điện thoại vào HÔM NAY 03/01/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bạn NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(0đ)."
"Đã nhận","2 thg 1, 2023 13:34:33","VinaPhone","VinaPhone","(TB) CHÀO NĂM MỚI SANG - NGẬP TRÀN QUÀ TẶNG! VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào NGÀY MAI 03/01/2023 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Bạn NHẬN THÊM 4% chiết khấu và nhiều quà tặng hấp dẫn khi nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091(0đ)."
"Đã nhận","1 thg 1, 2023 07:55:55","VinaPhone","VinaPhone","(CSKH) Chào năm mới 2023, VinaPhone kính chúc Quý khách thân yêu và Gia đình MẠNH KHỎE - HẠNH PHÚC - BÌNH AN! Trân trọng cảm ơn Quý khách đã tin tưởng đồng hành cùng VinaPhone! https://vnpt.com.vn/nammoi2023/"
"Đã nhận","31 thg 12, 2022 21:30:25","TXMSG","TXMSG","Your Twitch verification code is: 418707"
"Đã nhận","31 thg 12, 2022 19:15:07","8100","8100","goId: Ma xac thuc cua ban la: 136149, MKC2 cua ban la: A6DE08D4. MKC2 chi co tac dung sau khi xac thuc."
"Đã gửi","31 thg 12, 2022 19:14:56","8100","","GO 1302985098"
"Đã nhận","31 thg 12, 2022 17:38:45","BO_CONG_AN","BO_CONG_AN","Bộ Công an thông báo: Hiện nay, tội phạm giả mạo là người nước ngoài (sỹ quan, binh lính đang tham gia chiến tranh, làm nhiệm vụ quốc tế tại các khu vực chiến sự... không có người thân) thông qua mạng xã hội làm quen, sau đó lấy lý do gửi quà, đồ vật giá trị, thậm chí là ngoại tệ, vàng có giá trị rất lớn nhờ nhận, quản lý, lưu giữ; sau đó giả danh là nhân viên sân bay, hải quan, thuế... yêu cầu nộp tiền cước vận chuyển, thuế, phi, tiền phạt, chi phí tiêu cực... để chiếm đoạt. Đề nghị người dân cảnh giác, không chuyển tiền vào các tài khoản do đối tượng yêu cầu và trình báo ngay với cơ quan công an nơi gần nhất để được giải quyết."
"Đã nhận","30 thg 12, 2022 14:30:02","+84942371043","+84942371043"," Rut ko c4nnap
KVVlN TAG 199 k - 399 k n4pdau
TRAlNGHlEM GEM-BAl XANH 9
 VAO c19.kwin668.com

hPNNO"
"Đã nhận","23 thg 12, 2022 10:05:26","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Phap luat dai cuong(SS006.N119) vao thu 2 ngay 09/01/2023, Tiet 3,4,5, Phong B3.16. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","22 thg 12, 2022 09:21:52","CADongNai","CADongNai","[TB] Chào đón năm mới 2023 an toàn, hạnh phúc: Nghiêm cấm tổ chức/cá nhân sử dụng pháo nổ và pháo hoa nổ trái phép. Tổ chức/cá nhân chỉ được sử dụng pháo hoa khi người sử dụng đủ 18 tuổi trở lên, có năng lực hành vi dân sự đầy đủ và sử dụng vào các dịp lễ, tết, sinh nhật, cưới hỏi, hội nghị, khai trương, ngày kỷ niệm và trong hoạt động văn hóa, nghệ thuật; pháo hoa sử dụng phải được mua tại các tổ chức, doanh nghiệp thuộc Bộ Quốc phòng. Các hành vi vi phạm pháp luật về pháo sẽ bị xử lý nghiêm theo quy định của pháp luật."
"Đã nhận","14 thg 12, 2022 15:18:06","BoCT-KMTTQG","BoCT-KMTTQG","Thực hiện Nghị quyết 63/NQ-CP ngày 03/5/2022 của Chính phủ, Bộ Công Thương phát động Tháng khuyến mại tập trung quốc gia 2022 từ ngày 15/11/2022 - 22/12/2022, doanh nghiệp sẽ khuyến mại có hạn mức lên đến 100%. Chi tiết https://kmttqg.vietrade.gov.vn"
"Đã nhận","14 thg 12, 2022 14:29:13","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Nhap mon lap trinh(IT001.N119) vao thu 3 ngay 20/12/2022, Tiet 1,2,3,4, Phong C309. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","13 thg 12, 2022 20:27:46","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Nhap mon lap trinh(IT001.N119) vao thu 6 ngay 30 thang 12 nam 2022. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","13 thg 12, 2022 14:16:33","VinaPhone","VinaPhone","(TB) ĐỪNG BỎ LỠ ƯU ĐÃI ĐẶC BIỆT MÙA WORLD CUP - VinaPhone tặng ngay 20% cho riêng Bạn khi nạp thẻ vào HÔM NAY 13/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Đã nhận","12 thg 12, 2022 15:23:13","VinaPhone","VinaPhone","(TB) TIẾP SỨC MÙA WORLD CUP - VinaPhone tặng ngay 20% cho riêng Bạn khi nạp thẻ vào NGÀY MAI 13/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Đã nhận","9 thg 12, 2022 19:23:03","VinaPhone","VinaPhone","(TB) CUỐI TUẦN NẠP THẺ - VUI VẺ BAY SING! VinaPhone tặng ngay 20% khi nạp thẻ vào HÔM NAY 09/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Đã nhận","9 thg 12, 2022 16:51:45","888","888","Goi cuoc D7 cua QK da bi huy. Cuoc DATA se tinh theo dung luong su dung thuc te: 75d/50KB. De tiet kiem chi phi, vui long dang ky goi MAX70 bang cach soan MAX70 gui 888 (70.000d/thang/9GB) mien phi cuoc vuot goi. CSKH 18001091"
"Đã gửi","9 thg 12, 2022 16:51:36","888","","HUY D7"
"Đã nhận","9 thg 12, 2022 08:03:31","888","888","Click http://ads.mytv.com.vn/Uu3RoK so huu ngay app MyTV giai tri ""sang xin min"", voi >180 kenh truyen hinh, kho phim Viet Galaxy chieu rap, phim Hollywood bom tan, dien anh My, bo Chau A noi bat, cung cac su kien the thao dinh cao. LH 18001166 (0d)"
"Đã nhận","9 thg 12, 2022 08:02:53","888","888","Dang ky thanh cong goi D7 (7.000d/ngay co 1,2GB data toc do cao, het 1,2GB tinh theo goi dang su dung). Hieu luc den 08:02 10/12/2022. Goi cuoc gia han tu dong hang ngay. Kiem tra dung luong, soan DATAKM gui 888. De huy soan HUY D7 gui 888"
"Đã gửi","9 thg 12, 2022 08:02:48","888","","D7"
"Đã nhận","7 thg 12, 2022 19:59:42","UIT","UIT","Truong DH CNTT thong bao nghi hoc Mon Phap luat dai cuong(SS006.N119) vao thu 5 ngay 08 thang 12 nam 2022. Chi tiet vui long lien he (028) 372 52002 chon 155"
"Đã nhận","6 thg 12, 2022 13:38:58","VinaPhone","VinaPhone","(TB) Đừng bỏ lỡ ƯU ĐÃI 20%, VinaPhone tặng riêng Bạn khi nạp thẻ HÔM NAY 06/12/2022 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận mã dự thưởng với cơ hội trúng 01 chuyến du lịch SINGAPORE trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Đã nhận","5 thg 12, 2022 17:21:58","VinaPhone","VinaPhone","(TB) Vui cùng WORLD CUP, VinaPhone tặng riêng Bạn 20% khi nạp thẻ vào NGÀY MAI 06/12/2022 (khuyến mại sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận mã dự thưởng với cơ hội trúng 01 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Đã nhận","2 thg 12, 2022 11:25:46","VinaPhone","VinaPhone","(TB) ƯU ĐÃI MÙA WORLD CUP - VinaPhone tặng ngay 20% khi Bạn nạp thẻ vào HÔM NAY 02/12/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). Đặc biệt, khi nạp thẻ từ 20.000đ, Bạn được nhận ngay mã dự thưởng với cơ hội trúng 1 chuyến du lịch Singapore trị giá 20.000.000đ hoặc thẻ nạp trị giá 1.000.000đ. Chi tiết tại https://my.vnpt.com.vn/adv/BaySing hoặc LH 18001091 (0đ)."
"Đã nhận","1 thg 12, 2022 16:30:02","888","888","Goi cuoc D7 cua QK da bi huy. Cuoc DATA se tinh theo dung luong su dung thuc te: 75d/50KB. De tiet kiem chi phi, vui long dang ky goi MAX70 bang cach soan MAX70 gui 888 (70.000d/thang/9GB) mien phi cuoc vuot goi. CSKH 18001091"
"Đã gửi","1 thg 12, 2022 16:29:25","888","","HUY D7"
"Đã nhận","1 thg 12, 2022 07:00:28","888","888","Click http://ads.mytv.com.vn/Uu3RoK so huu ngay app MyTV giai tri ""sang xin min"", voi >180 kenh truyen hinh, kho phim Viet Galaxy chieu rap, phim Hollywood bom tan, dien anh My, bo Chau A noi bat, cung cac su kien the thao dinh cao. LH 18001166 (0d)"
"Đã nhận","30 thg 11, 2022 21:18:31","888","888","Dang ky thanh cong goi D7 (7.000d/ngay co 1,2GB data toc do cao, het 1,2GB tinh theo goi dang su dung). Hieu luc den 21:18 01/12/2022. Goi cuoc gia han tu dong hang ngay. Kiem tra dung luong, soan DATAKM gui 888. De huy soan HUY D7 gui 888"
"Đã gửi","30 thg 11, 2022 21:18:16","888","","D7"
"Đã nhận","30 thg 11, 2022 20:42:18","VinaPhone","VinaPhone","(TB) Quy Khach da huy thanh cong goi KM_D3 trên app My VNPT. Thong tin chi tiet truy cap My VNPT http://onelink.to/v58hh4 hoac lien he 18001091"
"Đã nhận","30 thg 11, 2022 20:42:06","MyVNPT","MyVNPT","025563 la ma xac nhan OTP MyVNPT cua ban. Vui long nhap ma OTP trong vong 2 phut. Va KHONG chia se ma nay voi nguoi khac."
"Đã nhận","30 thg 11, 2022 15:37:57","888","888","Goi D3 da het dung luong. De tiep tuc su dung toc do cao, moi QK soan D3 gui 888 de dang ky lai. De huy, soan HUY D3 gui 888. Chi tiet lien he 18001091"
"Đã nhận","30 thg 11, 2022 13:42:09","VinaPhone","VinaPhone","(VINAPHONE PLUS TB) Diem tich luy cua Hoi vien den thang 11/2022 la 46 diem VinaPhone Plus. Chi tiet truy cap https://vinaphoneplus.com.vn hoac goi 18001091. Tran trong cam on!"
"Đã nhận","29 thg 11, 2022 21:05:15","888","888","Goi cuoc cua Quy khach chi con 20% dung luong. Sau khi tieu dung het data trong goi, he thong tinh cuoc truy cap data vuot goi 75d/50KB (gom VAT). De biet them chi tiet lien he CSKH 18001091."
"Đã nhận","29 thg 11, 2022 14:26:44","028800126","028800126","(TB) VNPT VinaPhone tran trong thong bao chuong trinh lap cap quang Wifi mien phi hoa mang tai TP.HCM. Chi tiet xin vui long LH:0913711134"
"Đã nhận","27 thg 11, 2022 21:44:53","888","888","Dang ky thanh cong goi D3 (15.000d/3GB mien phi luu luong truy cap MyTV). Hieu luc su dung den 21:44 30/11/2022. Goi cuoc gia han tu dong. Kiem tra dung luong, soan DATAKM gui 888. De huy, soan HUY D3 gui 888. CSKH 18001091"
"Đã gửi","27 thg 11, 2022 21:44:50","888","","D3"
"Đã nhận","27 thg 11, 2022 19:10:40","888","888","Goi cuoc cua Quy khach chi con 20% dung luong. Sau khi tieu dung het data trong goi, he thong tinh cuoc truy cap data vuot goi 75d/50KB (gom VAT). De biet them chi tiet lien he CSKH 18001091."
"Đã nhận","26 thg 11, 2022 10:48:09","MTTQ","MTTQ","""Vì người nghèo - không để ai bị bỏ lại phía sau"", Mặt trận Tổ quốc Việt Nam kêu gọi các tổ chức, cá nhân hãy chung tay ủng hộ giúp đỡ người nghèo bằng cách chuyển khoản tới Quỹ Vì người nghèo Trung ương, số tài khoản: V999 tại Vietcombank. Trân trọng cảm ơn nghĩa cử cao đẹp của quý vị."
"Đã nhận","25 thg 11, 2022 21:49:24","888","888","Dang ky thanh cong goi D3 (15.000d/3GB mien phi luu luong truy cap MyTV). Hieu luc su dung den 21:49 28/11/2022. Goi cuoc gia han tu dong. Kiem tra dung luong, soan DATAKM gui 888. De huy, soan HUY D3 gui 888. CSKH 18001091"
"Đã gửi","25 thg 11, 2022 21:49:15","888","","D3"
"Đã nhận","25 thg 11, 2022 21:10:04","888","888","Goi cuoc cua Quy khach chi con 20% dung luong. Sau khi tieu dung het data trong goi, he thong tinh cuoc truy cap data vuot goi 75d/50KB (gom VAT). De biet them chi tiet lien he CSKH 18001091."
"Đã nhận","24 thg 11, 2022 21:03:07","888","888","Dang ky thanh cong goi D3 (15.000d/3GB mien phi luu luong truy cap MyTV). Hieu luc su dung den 21:03 27/11/2022. Goi cuoc gia han tu dong. Kiem tra dung luong, soan DATAKM gui 888. De huy, soan HUY D3 gui 888. CSKH 18001091"
"Đã gửi","24 thg 11, 2022 21:02:58","888","","D3 "
"Đã nhận","24 thg 11, 2022 21:02:34","888","888","Goi D3 da het dung luong. De tiep tuc su dung toc do cao, moi QK soan D3 gui 888 de dang ky lai. De huy, soan HUY D3 gui 888. Chi tiet lien he 18001091"
"Đã nhận","24 thg 11, 2022 14:27:33","888","888","Goi cuoc cua Quy khach chi con 20% dung luong. Sau khi tieu dung het data trong goi, he thong tinh cuoc truy cap data vuot goi 75d/50KB (gom VAT). De biet them chi tiet lien he CSKH 18001091."
"Đã nhận","22 thg 11, 2022 13:56:32","VinaPhone","VinaPhone","(QC) CHUC MUNG! Ban du dieu kien su dung 30GB toc do cao tu goi cuoc BIG90 chi voi 90.000d. Soan DK gui 9923 de nhan data. Tu choi QC, soan TC gui 9923. CSKH 18001091."
"Đã nhận","22 thg 11, 2022 13:22:50","VinaPhone","VinaPhone","(TB) VinaPhone kính tặng QK 5 mã dự thưởng (tra cứu tại https://khuyenmai.vinaphone.com.vn/) để tham gia CTKM ""Nghe gọi thả ga – Bay Sing tận hưởng"". Mời QK tự QUAY THƯỞNG trong vòng 24h trên app My VNPT tại https://my.vnpt.com.vn/app để có cơ hội trúng 50 chuyến du lịch Singapore trị giá 20.000.000đ/giải, 350 thẻ nạp điện thoại 1.000.000đ/giải. Tổng trị giá giải thưởng trên 1,3 tỷ  đồng. CSKH 18001091."
"Đã nhận","22 thg 11, 2022 12:08:02","VinaPhone","VinaPhone","(TB) Chuc Mung Quy Khach da dang ky thanh cong goi KM_D3 trên app My VNPT. Thong tin chi tiet truy cap My VNPT http://onelink.to/v58hh4 hoac lien he 18001091"
"Đã nhận","22 thg 11, 2022 05:04:45","888","888","Goi cuoc D7 cua QK da bi huy. Cuoc DATA se tinh theo dung luong su dung thuc te: 75d/50KB. De tiet kiem chi phi, vui long dang ky goi MAX70 bang cach soan MAX70 gui 888 (70.000d/thang/9GB) mien phi cuoc vuot goi. CSKH 18001091"
"Đã gửi","22 thg 11, 2022 05:04:36","888","","HUY D7"
"Đã nhận","21 thg 11, 2022 07:18:38","888","888","Click http://ads.mytv.com.vn/Uu3RoK so huu ngay app MyTV giai tri ""sang xin min"", voi >180 kenh truyen hinh, kho phim Viet Galaxy chieu rap, phim Hollywood bom tan, dien anh My, bo Chau A noi bat, cung cac su kien the thao dinh cao. LH 18001166 (0d)"
"Đã nhận","21 thg 11, 2022 07:05:12","888","888","Dang ky thanh cong goi D7 (7.000d/ngay co 1,2GB data toc do cao, het 1,2GB tinh theo goi dang su dung). Hieu luc den 07:05 22/11/2022. Goi cuoc gia han tu dong hang ngay. Kiem tra dung luong, soan DATAKM gui 888. De huy soan HUY D7 gui 888"
"Đã gửi","21 thg 11, 2022 07:05:08","888","","D7"
"Đã nhận","19 thg 11, 2022 19:23:24","BO_CONG_AN","BO_CONG_AN","Vào dịp cuối năm, các cơ sở sản xuất, kinh doanh, kho tàng...tập trung nhiều vật tư, hàng hóa; đặc biệt miền Trung, miền Bắc là mùa hanh khô, vật liệu khô nỏ dễ bắt cháy. Đề nghị người đứng đầu đơn vị, cơ sở, chủ hộ gia đình thường xuyên tự kiểm tra, quản lý chặt chẽ nguồn lửa, nguồn nhiệt, sử dụng an toàn hệ thống, thiết bị điện và chất dễ cháy, nổ."
"Đã nhận","15 thg 11, 2022 09:10:44","CADongNai","CADongNai","[TB] Công dân đã được cấp CCCD trước ngày 10/4/2022 nhanh chóng đến các điểm cấp CCCD đăng ký tài khoản định danh điện tử mức 2 để sớm hưởng các tiện ích. Trân trọng!"
"Đã nhận","13 thg 11, 2022 18:04:17","BoCT-KMTTQG","BoCT-KMTTQG","Thực hiện Nghị quyết 63/NQ-CP ngày 03/5/2022 của Chính phủ, Bộ Công Thương phát động Tháng khuyến mại tập trung quốc gia 2022 từ ngày 15/11/2022 - 22/12/2022, doanh nghiệp sẽ khuyến mại có hạn mức lên đến 100%. Chi tiết https://kmttqg.vietrade.gov.vn"
"Đã nhận","12 thg 11, 2022 10:53:59","VinaPhone","VinaPhone","(TB) Vinaphone thông báo đến Quý khách: Thẻ thanh toán dịch vụ viễn thông (Thẻ cào/mã thẻ) có ""Hạn sử dụng"" ghi trên thẻ, hết thời hạn này Thẻ sẽ không sử dụng được và không được đổi trả. Kính mời Quý khách sử dụng Thẻ trước hạn sử dụng in trên thẻ để đảm bảo quyền lợi. Chi tiết liên hệ 18001091 (0đ)."
"Đã nhận","11 thg 11, 2022 10:35:40","VinaPhone","VinaPhone","(TB) Cơ hội không thể bỏ qua - VinaPhone tặng Bạn 20% khi nạp thẻ vào HÔM NAY 11/11/2022 (KM sử dụng gọi/nhắn tin trong 15 ngày). NHẬN THÊM 4% chiết khấu và nhiều ưu đãi hấp dẫn khi Bạn nạp qua VNPT Money tại https://km.vnptmoney.vn/NgayVang CSKH 18001091 (0đ)."
"Đã nhận","9 thg 11, 2022 14:10:02","VNPT Money","VNPT Money","(TB) Giảm tiền cước viễn thông tháng này cực dễ: Nạp điện thoại để TÍCH ĐIỂM ĐỔI VOUCHER dùng thanh toán hóa đơn và NHẬN THÊM chiết khấu trực tiếp 4%. Nạp càng nhiều, ưu đãi càng nhiều - CHỈ CÓ trên VNPT Money. Chi tiết tại km.vnptmoney.vn/giatvoucher?m=aDJW1ad. LH 18001091 (#3)."
"Đã nhận","8 thg 11, 2022 19:46:35","VinaPhone","VinaPhone","(TB) Đừng bỏ lỡ ưu đãi dành riêng cho bạn! VinaPhone tặng 20% khi Bạn nạp tiền điện thoại (từ 20.000đ trở lên) vào HÔM NAY 08/11/2022. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Nạp tiền online dễ dàng và nhanh chóng tại ứng dụng MyVNPT my.vnpt.com.vn/app . CSKH 18001091."
"Đã nhận","8 thg 11, 2022 08:31:06","CADongNai","CADongNai","[TB] Công dân đã được cấp CCCD trước ngày 10/4/2022 nhanh chóng đến các điểm cấp CCCD đăng ký tài khoản định danh điện tử mức 2 để sớm hưởng các tiện ích. Trân trọng!"
"Đã nhận","7 thg 11, 2022 17:35:23","VinaPhone","VinaPhone","(TB) Ưu đãi riêng bạn! VinaPhone tặng 20% khi Bạn nạp tiền điện thoại vào NGÀY MAI 08/11/2022. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Nạp tiền online dễ dàng và nhanh chóng tại ứng dụng MyVNPT my.vnpt.com.vn/app . CSKH 18001091."
"Đã nhận","6 thg 11, 2022 17:06:15","1576","1576","[UNG TIEN]Tai khoan chinh cua Quy Khach sap het. De duoc ung 10000d vao tai khoan chinh, Quy Khach vui long soan Y gui 1576 (hieu luc trong vong 48h - gia cuoc dich vu 2500d). De duoc ung tien tu dong moi khi tai khoan chinh duoi 5000d, soan UTD gui 1576. Chi tiet xin lien he 18001091(mien phi)."
"Đã nhận","6 thg 11, 2022 17:06:07","9345","9345","TKC cua Quy Khach sap het. De duoc ung goi 3(5 PHUT THOAI/Gia cuoc 8000d), soan 3 gui 9345. Tu choi nhan tin, soan TC gui 9345."
"Đã nhận","6 thg 11, 2022 17:06:06","1357","1357","[UNG TIEN AIRTIME] Tai khoan chinh cua Quy Khach sap het. Soan A gui 1357 de duoc ung 45000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut. So tien da ung 45000d se duoc tru vao TKC. Chi tiet LH 18001091 (mien phi)."
"Đã nhận","6 thg 11, 2022 17:05:27","888","888","Goi cuoc D7 cua QK da bi huy. Cuoc DATA se tinh theo dung luong su dung thuc te: 75d/50KB. De tiet kiem chi phi, vui long dang ky goi MAX70 bang cach soan MAX70 gui 888 (70.000d/thang/9GB) mien phi cuoc vuot goi. CSKH 18001091"
"Đã gửi","6 thg 11, 2022 17:05:23","888","","HUY D7"
"Đã nhận","6 thg 11, 2022 17:04:54","888","888","Quy khach da su dung het dung luong uu dai cua goi D7. Cuoc truy cap phat sinh se duoc tinh 75d/50KB. Vui long soan D7 gui 888 de dang ky lai. Chi tiet LH 18001091"
"Đã nhận","6 thg 11, 2022 13:01:09","888","888","Goi cuoc D7 cua Quy khach da het 80% dung luong. Sau khi tieu dung het data trong goi, he thong tinh cuoc truy cap data vuot goi 75d/50KB (gom VAT). Chi tiet LH 18001091"
