Received,11/28/2025 10:12,DTV,DTV,Cam on QK da dong hanh cung Black Fire-day 2024. DTV xin thong tin su kien Black Fire-day 2025 (28/11 - 1/12/2025) tai https://s.dtv.onl/2p8hu238
Received,6/9/2025 17:50,NAPTHE-VNP,NAPTHE-VNP,(TB) Nạp thẻ ngay - Ưu đãi đến tay! VinaPhone tặng Quý khách nhận được tin nhắn 20% giá trị thẻ nạp trong NGÀY MAI 10/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). 
Received,6/5/2025 18:13,MyVNPT,MyVNPT,"050818 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai."
Received,6/5/2025 14:25,MyVNPT,MyVNPT,"(TB) Đã lâu bạn không ghé My VNPT! Tặng bạn 300 ĐIỂM VINAPHONE PLUS khi phát sinh giao dịch trên My VNPT! Điểm dùng để đổi Data & Thoại MIỄN PHÍ hoặc săn voucher, quà tặng hot! Chương trình áp dụng đến 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/adv/bancu. CSKH 18001091 (0đ). Trân trọng!"
Received,6/3/2025 17:51,NAPTHE-VNP,NAPTHE-VNP,(TB) Quý khách đừng bỏ quên ưu đãi 20% giá trị thẻ nạp trong HÔM NAY 03/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ). 
Received,6/2/2025 18:39,NAPTHE-VNP,NAPTHE-VNP,"(TB) Ưu đãi tới tay, nạp thẻ ngay kẻo trễ! 
VinaPhone tặng riêng Quý khách ưu đãi 20% giá trị thẻ nạp vào NGÀY MAI 03/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). 
"
Received,6/2/2025 16:50,VinaPhone,VinaPhone,"(TB) Quý khách đang đăng ký thông tin thuê bao 0945546296 bằng CMND. VinaPhone mời QK cập nhật số CCCD/Hộ chiếu tại my.vnpt.com.vn/app (mục Thông tin thuê bao) hoặc đến Điểm giao dịch để được hỗ trợ. Chi tiết LH 18001091 (nhánh 4, miễn phí). Trân trọng!"
Received,6/1/2025 16:02,NAPTHE-VNP,NAPTHE-VNP,"(TB) THÁNG MỚI - QUÀ KHỦNG! Duy nhất HÔM NAY - 01/6/2025, Quý khách nhận ngay 50% khi nạp tiền bằng hình thức trực tiếp duy nhất trên ứng dụng My VNPT tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
Received,5/30/2025 14:58,BO_VHTTDL,BO_VHTTDL,"[TB] Bộ Văn hóa, Thể thao và Du lịch khuyến cáo: Trong thời gian gần đây, tình trạng một số tổ chức, cá nhân, người chuyển tải sản phẩm quảng cáo có ảnh hưởng tham gia hoạt động quảng cáo trên mạng xã hội sai sự thật, làm ảnh hưởng đến quyền lợi của người tiêu dùng. Người dân cần nâng cao cảnh giác đối với các thông tin quảng cáo, đặc biệt là quảng cáo về sữa, thuốc, thực phẩm chức năng, mỹ phẩm… để chọn lọc, đánh giá, kiểm tra chất lượng hàng hoá trước khi quyết định lựa chọn sản phẩm, hàng hóa, dịch vụ."
Received,5/28/2025 14:27,VNPT Money,VNPT Money,"(TB) VAY NGAY đến 20 triệu VNĐ với TINVAY trên VNPT Money trong 1 phút, lãi suất ưu đãi, chỉ cần CCCD tại website https://km.vnptmoney.vn/VAYLAN. LH 18001091."
Received,5/25/2025 21:19,NAPTHE-VNP,NAPTHE-VNP,(TB) Chủ Nhật Độc Quyền - Ưu đãi 50% (tối đa 10.000đ vào tài khoản chính di động). Áp dụng duy nhất với giao dịch nạp thẻ trực tiếp đầu tiên cho chính mình trên ứng dụng My VNPT trong ngày 25/5/2025 tại https://my.vnpt.com.vn/adv/napthe50 . CSKH: 18001091 nhánh 3 (0đ).
Received,5/22/2025 7:37,UIT,UIT,"Truong DH CNTT thong bao hoc bu mon Cong nghe Java(IE303.P21.1) vao thu 6 ngay 30/05/2025, Tiet 1,2,3,4,5, Phong B2.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,5/21/2025 14:24,CUBHCM,CUBHCM,(QC) QK co the vay toi 40tr VND tu CUBHCM LS tu 1.91%/th. Chi can CCCD. Soan CUB4 gui 1379 de nhan link dang ky vay. LH: 02836226836. Tu choi BL gui 1379
Received,5/21/2025 14:10,UBND TP.HCM,UBND TP.HCM,"[TB] Thành phố khuyến nghị cơ quan, tổ chức khẩn trương thực hiện việc đăng ký tài khoản định danh điện tử cho đơn vị để sớm hưởng những tiện ích, kết nối được với các thông tin hữu ích của định danh điện tử đem lại."
Received,5/20/2025 20:04,TGDD,TGDD,QuaTangVIP - Ma OTP cua ban la 577388. Ma co hieu luc trong vong 2 phut. Vui long khong chia se ma nay voi nguoi khac.
Received,5/20/2025 17:12,NAPTHE-VNP,NAPTHE-VNP,"(TB) Đừng bỏ quên ưu đãi VinaPhone dành riêng cho Quý khách nhận được tin nhắn và nạp thẻ trong HÔM NAY 20/5/2025, có ngay:
+ 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). "
Received,5/20/2025 10:28,MyVNPT,MyVNPT,"(TB) My VNPT dành tặng bạn 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trở lại và đổi điểm thả ga để nhận MIỄN PHÍ data, thoại hoặc săn kho voucher, quà tặng hot! Ưu đãi áp dụng đến hết 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/adv/bancu. CSKH 18001091 (0đ). Trân trọng!"
Received,5/19/2025 10:13,UIT,UIT,"Truong DH CNTT thong bao hoc bu mon Phan tich du lieu lon(DS200.P21.1) vao thu 3 ngay 27/05/2025, Tiet 1,2,3,4,5, Phong B2.16. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,5/18/2025 15:34,NAPTHE-VNP,NAPTHE-VNP,(TB) Chủ Nhật Độc Quyền - Ưu đãi 50% (tối đa 10.000đ vào tài khoản chính di động). Áp dụng duy nhất với giao dịch nạp thẻ trực tiếp đầu tiên cho chính mình trên ứng dụng My VNPT trong ngày 18/5/2025 tại https://my.vnpt.com.vn/adv/napthe50 . CSKH: 18001091 nhánh 3 (0đ). 
Received,5/16/2025 15:44,NAPTHE-VNP,NAPTHE-VNP,(TB) Nạp thẻ càng sung – Ưu đãi càng đã! VinaPhone tặng Quý khách 20% giá trị thẻ nạp trong HÔM NAY 16/5/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).
Received,5/13/2025 14:58,NAPTHE-VNP,NAPTHE-VNP,(TB) NẠP THẺ LIỀN TAY - RINH NGAY ƯU ĐÃI! VinaPhone tặng Quý khách nhận được tin nhắn 20% giá trị thẻ nạp trong HÔM NAY 13/5/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ). 
Received,5/13/2025 8:30,UIT,UIT,"Truong DH CNTT thong bao hoc bu mon Cong nghe Du lieu lon(IE212.P22) vao thu 7 ngay 24/05/2025, Tiet 1,2,3,4,5, Phong B1.12. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,5/13/2025 7:45,UIT,UIT,"Truong DH CNTT thong bao hoc bu mon Cong nghe Du lieu lon(IE212.P22) vao thu 5 ngay 22/05/2025, Tiet 1,2,3,4, Phong C314. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,5/12/2025 17:36,NAPTHE-VNP,NAPTHE-VNP,(TB) NẠP THẺ LIỀN TAY - RINH NGAY ƯU ĐÃI! VinaPhone tặng Quý khách nhận được tin nhắn 20% giá trị thẻ nạp trong NGÀY MAI 13/5/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ). 
Received,5/12/2025 14:47,UIT,UIT,"Truong DH CNTT thong bao hoc bu mon Phan tich du lieu lon(DS200.P21) vao thu 3 ngay 20/05/2025, Tiet 1,2,3,4, Phong B4.20. Chi tiet vui long lien he (028) 372 52002 chon 155"
Received,5/12/2025 7:06,900,900,QK da gia han thanh cong goi FHAPPY  MIEN PHI . Uu dai (MF cuoc goi noi mang VinaPhone 1000ph+2GB/ngay)/30 ngay. Goi cuoc gia han tu dong. Chi tiet LH 18001091
Received,5/11/2025 14:43,NAPTHE-VNP,NAPTHE-VNP,(TB) Nhanh tay nạp tiền – Nhận liền 50% khi Quý khách nạp bằng hình thức trực tiếp DUY NHẤT tại ứng dụng My VNPT (https://my.vnpt.com.vn/adv/napdt ) trong HÔM NAY 11/5/2025. Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ).
Received,5/7/2025 15:44,VNPT Money,VNPT Money,"(TB) Bay Đà Lạt chỉ từ 1 TRIỆU khứ hồi, cùng nhiều điểm du lịch hấp dẫn khác đang chờ bạn khám phá. Đặt vé máy bay Vietjet/Bamboo trên VNPT Money nhận ngay 500.000Đ khi thanh toán bằng thẻ Visa với đơn từ 1.500.000Đ tại: https://km.vnptmoney.vn/vmb500k8 từ 25/4 - 31/7/2025. LH: 18001091 (#3)."
Received,5/7/2025 15:17,BO CONG AN,BO CONG AN,"[TB] Cảnh báo: Xuất hiện tình trạng tội phạm tạo lập các website, facebook giả mạo các trường đại học, trung tâm đào tạo quảng cáo, các khóa huấn luyện học kỳ, trại hè quân đội, công an…cho trẻ em nhằm tiếp cận phụ huynh có nhu cầu và dụ dỗ nạp tiền tham gia để chiếm đoạt tài sản. Khuyến cáo người dân: nâng cao cảnh giác, chỉ đăng ký tham gia và chuyển tiền khi đã tìm hiểu rõ thông tin của đơn vị tổ chức. Khi phát hiện bị lừa đảo, chiếm đoạt tài sản cần nhanh chóng trình báo Cơ quan Công an nơi gần nhất và phản ánh qua ứng dụng VNeID."
Received,5/7/2025 12:21,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,5/7/2025 4:28,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,5/6/2025 17:23,NAPTHE-VNP,NAPTHE-VNP,"(TB) Ưu đãi tới tay, nạp thẻ ngay kẻo trễ! VinaPhone tặng Quý khách nhận được tin nhắn 20% giá trị thẻ nạp trong HÔM NAY 06/5/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ). "
Received,5/5/2025 17:07,NAPTHE-VNP,NAPTHE-VNP,(TB) CHÀO HÈ VUI VẺ - NẠP THẺ CÓ QUÀ! VinaPhone tặng riêng Quý khách ưu đãi 20% giá trị thẻ nạp vào NGÀY MAI 06/5/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). 
Received,5/5/2025 15:59,MyVNPT,MyVNPT,"(TB) Lâu rồi bạn chưa ghé My VNPT! Tặng bạn 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trên My VNPT! Điểm dùng để đổi Data & Thoại MIỄN PHÍ hoặc săn voucher, quà tặng hot! Chương trình áp dụng đến 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/adv/bancu. CSKH 18001091 (0đ). Trân trọng!"
Received,5/5/2025 0:56,888,888,Goi cuoc D5 cua Quy khach da bi huy. Quy khach tiep tuc su dung theo goi data da dang ky. CSKH 18001091
,,,,
Received,5/4/2025 10:40,NAPTHE-VNP,NAPTHE-VNP,"(TB) Chớp ngay thời cơ – Đón ưu đãi khủng! Duy nhất HÔM NAY - 04/05/2025, Quý khách nhận ngay quà tặng 50% khi nạp tiền bằng hình thức trực tiếp trên ứng dụng My VNPT tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
Received,5/4/2025 1:45,888,888,Quy khach da su dung het dung luong uu dai cua goi D5. Moi Quy khach tiep tuc su dung theo goi Data dang dung. Chi tiet LH 18001091
Received,5/3/2025 23:10,888,888,"Goi Data D5 (5.000d/ngay co 1GB data toc do cao, het 1GB tinh theo goi dang su dung) da duoc gia han tu dong thanh cong. Cam on da su dung dich vu cua VinaPhone."
Received,5/3/2025 23:10,900,900,"Tai khoan cua Quy khach da duoc nap 20,000d tu 373090 vao 03/05/2025 23:10:11. Ma giao dich 2287161042. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
Received,5/1/2025 14:01,NAPTHE-VNP,NAPTHE-VNP,(TB) TƯNG BỪNG MỪNG ĐẠI LỄ! VinaPhone tặng 20% giá trị thẻ nạp trong HÔM NAY 01/5/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).
Received,4/30/2025 16:34,UBND TP.HCM,UBND TP.HCM,[TB] Tải và sử dụng Ứng dụng Công dân số Thành phố Hồ Chí Minh - Kênh tương tác trực tiếp giữa công dân và chính quyền Thành phố. 
Received,4/28/2025 7:06,888,888,Goi cuoc D5 (5.000d/ngay) cua QK gia han khong thanh cong do tai khoan chinh khong du 5.000d. Vui long nap tien (toi thieu 5.000d) tai https://my.vnpt.com.vn/adv/napthe de duoc gia han va tiep tuc su dung uu dai cua goi cuoc. CSKH: 18001091 (0d).
Received,4/27/2025 8:00,888,888,Quy khach da su dung het dung luong uu dai cua goi D5. Moi Quy khach tiep tuc su dung theo goi Data dang dung. Chi tiet LH 18001091
Received,4/27/2025 4:55,888,888,Quy khach da su dung het dung luong uu dai cua goi D5. Moi Quy khach tiep tuc su dung theo goi Data dang dung. Chi tiet LH 18001091
Received,4/27/2025 1:02,888,888,Quy khach da su dung het dung luong uu dai cua goi D5. Moi Quy khach tiep tuc su dung theo goi Data dang dung. Chi tiet LH 18001091
Received,4/26/2025 22:39,1576,1576,"[UNG TIEN]Tai khoan chinh cua Quy khach sap het. Soan Y gui 1576 (hieu luc trong vong 48h - gia cuoc dich vu 7200d) de duoc ung 40000d vao tai khoan chinh. De duoc ung tien tu dong moi khi tai khoan chinh duoi 5.000d, soan UTD gui 1576. Tu choi nhan tin nhan, soan TC gui 1576. CSKH: 18001091 (0d)"
Received,4/26/2025 22:39,1357,1357,"[UNG TIEN AIRTIME] Tai khoan chinh cua Quy khach sap het. Soan A gui 1357 de duoc ung 45000d, GIA CUOC 0 DONG vao tai khoan Airtime (su dung thoai va sms). Hieu luc su dung tai khoan Airtime la 1400 phut, sau thoi gian nay tai khoan Airtime se bi thu hoi neu Quy khach khong su dung het. So tien da ung se duoc tru vao tai khoan chinh. Tu choi nhan tin nhan, soan TC A gui 1357. CSKH:18001091 (0d)."
Received,4/26/2025 22:39,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/26/2025 22:39,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/26/2025 22:39,888,888,"Dang ky thanh cong goi D5 (5000d/ngay co 1.0GB data toc do cao, het 1.0GB tinh theo goi dang su dung). Hieu luc su dung den 22:39 27/04/2025. Goi cuoc duoc gia han tu dong. Kiem tra dung luong soan DATAKM gui 888. De huy soan HUY D5 gui 888"
,,,,
Received,4/26/2025 22:38,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/25/2025 8:54,MyVNPT,MyVNPT,"(TB) HOT!!! Bạn được tặng 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trên MyVNPT! Điểm dùng để đổi data MIỄN PHÍ, thoại hoặc săn kho voucher, các quà tặng hot...! Chương trình áp dụng đến hết 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/adv/bancu. CSKH 18001091 (0đ). Trân trọng!"
Received,4/24/2025 16:19,UBND TP.HCM,UBND TP.HCM,[TB] Tải và sử dụng Ứng dụng Công dân số Thành phố Hồ Chí Minh - Kênh tương tác trực tiếp giữa công dân và chính quyền Thành phố. 
Received,4/24/2025 10:59,UBND TP.HCM,UBND TP.HCM,"[TB] Thành phố khuyến nghị cơ quan, tổ chức khẩn trương thực hiện việc đăng ký tài khoản định danh điện tử cho đơn vị để sớm hưởng những tiện ích, kết nối được với các thông tin hữu ích của định danh điện tử đem lại."
Received,4/23/2025 17:45,BO CONG AN,BO CONG AN,"[TB] Bộ Công an cảnh báo: Xuất hiện tình trạng tội phạm lợi dụng các hình ảnh, video của người dân được công khai trên không gian mạng để chỉnh sửa, cắt, ghép tạo nội dung nhạy cảm nhằm đe dọa, tống tiền. Khuyến cáo người dân: Cảnh giác khi nhận được các tin nhắn, cuộc gọi có nội dung như trên; Không chuyển tiền khi bị đe dọa; Khi phát hiện dấu hiệu bị lừa đảo, cưỡng đoạt tài sản cần nhanh chóng trình báo Cơ quan Công an nơi gần nhất và phản ánh qua ứng dụng VNeID."
Received,4/22/2025 14:17,BO_VHTT&DL,BO_VHTT&DL,"[TB] Nhân dịp Ngày Sách và Văn hoá đọc Việt Nam lần IV (21/4/2025), Bộ VHTTDL kêu gọi các tổ chức, doanh nghiệp và bạn đọc cả nước cùng nhau lan toả tình yêu sách, để mỗi người dân là một đại sứ văn hoá đọc, mỗi gia đình, cộng đồng là một không gian văn hoá đọc, để cùng sách bước vào kỷ nguyên mới, kỷ nguyên vươn mình của dân tộc."
Received,4/21/2025 21:28,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/21/2025 15:32,BO_VHTT&DL,BO_VHTT&DL,"[TB] Nhân dịp Ngày Sách và Văn hoá đọc Việt Nam lần IV (21/4/2025), Bộ VHTTDL kêu gọi các tổ chức, doanh nghiệp và bạn đọc cả nước cùng nhau lan toả tình yêu sách, để mỗi người dân là một đại sứ văn hoá đọc, mỗi gia đình, cộng đồng là một không gian văn hoá đọc, để cùng sách bước vào kỷ nguyên mới, kỷ nguyên vươn mình của dân tộc."
Received,4/21/2025 14:28,VNPT Money,VNPT Money,"(TB) VAY NGAY đến 20 triệu VNĐ với với TINVAY trên VNPT Money trong 1 phút, lãi suất ưu đãi, chỉ cần CCCD tại website https://km.vnptmoney.vn/VAYLAN LH 18001091"
Received,4/20/2025 20:34,NAPTHE-VNP,NAPTHE-VNP,"(TB) Có ngay ƯU ĐÃI 50% KHI NẠP TIỀN TRÊN MY VNPT! Dành cho Quý khách NẠP TIỀN bằng hình thức trực tiếp, DUY NHẤT qua ứng dụng https://my.vnpt.com.vn/adv/napdt trong HÔM NAY 20/4/2025. Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
Received,4/20/2025 17:24,BO_VHTT&DL,BO_VHTT&DL,"[TB] Nhân dịp Ngày Sách và Văn hoá đọc Việt Nam lần IV (21/4/2025), Bộ VHTTDL kêu gọi các tổ chức, doanh nghiệp và bạn đọc cả nước cùng nhau lan toả tình yêu sách, để mỗi người dân là một đại sứ văn hoá đọc, mỗi gia đình, cộng đồng là một không gian văn hoá đọc, để cùng sách bước vào kỷ nguyên mới, kỷ nguyên vươn mình của dân tộc."
Received,4/18/2025 23:02,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/18/2025 22:16,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/18/2025 11:09,NAPTHE-VNP,NAPTHE-VNP,"(TB) NẠP THẺ HÔM NAY - NHẬN NGAY ƯU ĐÃI! VinaPhone tặng Quý khách:
+ 20% giá trị thẻ nạp vào HÔM NAY 18/4/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Nhanh tay nạp thẻ tại: https://my.vnpt.com.vn/adv/napthe để có thêm ưu đãi. CSKH:18001091 (0đ)."
Received,4/17/2025 19:08,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/17/2025 17:59,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/16/2025 9:11,VinaPhone,VinaPhone,"(TB) Đăng ký đúng Thông tin thuê bao, bảo vệ quyền lợi chính chủ!
VinaPhone xác nhận Quý khách hiện đang đăng ký Thông tin cho số Thuê bao 0945546296 bằng Chứng minh thư nhân dân. Kính mời Quý khách:
(1) Kiểm tra và cập nhật lại thông tin tại mục ""Thông tin thuê bao"" trên ứng dụng My VNPT (my.vnpt.com.vn/app).
(2) Hoặc đến Điểm giao dịch VinaPhone gần nhất (mang theo Căn cước công dân/Hộ chiếu) để được hỗ trợ. Quý khách vui lòng bỏ qua tin nhắn này nếu đã thực hiện. CSKH: 18001091 (nhánh 4, miễn phí). Trân trọng!"
Received,4/15/2025 19:04,NAPTHE-VNP,NAPTHE-VNP,"(TB) VinaPhone dành riêng cho thuê bao nhận được tin nhắn và nạp tiền vào HÔM NAY 15/4/2025:
+ Tặng 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). "
Received,4/15/2025 18:27,VinaPhone,VinaPhone,"(TB) Đăng ký đúng Thông tin thuê bao, bảo vệ quyền lợi chính chủ!
VinaPhone xác nhận Quý khách hiện đang đăng ký Thông tin cho số Thuê bao 0945546296 bằng Chứng minh thư nhân dân. Kính mời Quý khách:
(1) Kiểm tra và cập nhật lại thông tin tại mục ""Thông tin thuê bao"" trên ứng dụng My VNPT (my.vnpt.com.vn/app).
(2) Hoặc đến Điểm giao dịch VinaPhone gần nhất (mang theo Căn cước công dân/Hộ chiếu) để được hỗ trợ. Quý khách vui lòng bỏ qua tin nhắn này nếu đã thực hiện. CSKH: 18001091 (nhánh 4, miễn phí). Trân trọng!"
Received,4/15/2025 17:31,MyVNPT,MyVNPT,"(TB) Bạn được tặng 300 ĐIỂM VINAPHONEPLUS khi phát sinh giao dịch trên MyVNPT! Điểm dùng để đổi data MIỄN PHÍ, thoại hoặc săn kho voucher, các quà tặng hot...! Chương trình áp dụng đến hết 31/12/2025, thời hạn điểm 3 tháng. Chi tiết CTKM tại https://my.vnpt.com.vn/Bancuquaylai. CSKH 18001091 (0đ). Trân trọng!"
Received,4/14/2025 18:26,NAPTHE-VNP,NAPTHE-VNP,"(TB) VINAPHONE ƯU ĐÃI DÀNH RIÊNG cho Quý khách nhận được tin nhắn và nạp tiền vào NGÀY MAI 15/4/2025:
+ Tặng 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). 
"
Received,4/14/2025 10:52,VinaPhone,VinaPhone,"(TB) Đăng ký đúng Thông tin thuê bao, bảo vệ quyền lợi chính chủ!
VinaPhone xác nhận Quý khách hiện đang đăng ký Thông tin cho số Thuê bao 0945546296 bằng Chứng minh thư nhân dân. Kính mời Quý khách:
(1) Kiểm tra và cập nhật lại thông tin tại mục ""Thông tin thuê bao"" trên ứng dụng My VNPT (my.vnpt.com.vn/app).
(2) Hoặc đến Điểm giao dịch VinaPhone gần nhất (mang theo Căn cước công dân/Hộ chiếu) để được hỗ trợ. Quý khách vui lòng bỏ qua tin nhắn này nếu đã thực hiện. CSKH: 18001091 (nhánh 4, miễn phí). Trân trọng!"
Received,4/13/2025 17:16,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/13/2025 16:37,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/12/2025 22:44,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/12/2025 21:55,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/12/2025 21:43,888,888,"Goi cuoc cua Quy khach da het dung luong toc do cao trong ngay. Quy khach vui long soan D5 gui 888 chi 5.000d/ngay co 1GB toc do cao, gia han hang ngay. Chi tiet lien he 18001091"
Received,4/12/2025 7:08,900,900,"QK da gia han thanh cong goi FHAPPY chu ky 3 thang 118,000d . Uu dai (MF cuoc goi noi mang VinaPhone 1000ph+2GB/ngay)/30 ngay. Goi cuoc gia han tu dong. Chi tiet LH 18001091"
Received,4/11/2025 21:15,900,900,"Tai khoan cua QK da duoc nap 30,000d tu VNPT MONEY vao 11/04/2025 21:15:13. Ma giao dich 2273878635. Chi tiet lien he CSKH 18001091 (0d) hoac truy cap https://my.vnpt.com.vn/app"
Received,4/11/2025 21:15,900,900,"Tai khoan cua QK da duoc nap 30,000d tu VNPT MONEY vao 11/04/2025 21:15:13. Ma giao dich 2273878635. Chi tiet lien he CSKH 18001091 (0d) hoac truy cap https://my.vnpt.com.vn/app"
Received,4/11/2025 19:34,900,900,"Tai khoan cua Quy khach da duoc nap 30,000d tu 373090 vao 11/04/2025 19:34:31. Ma giao dich 2273825191. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
Received,4/11/2025 19:31,900,900,"Tai khoan cua Quy khach da duoc nap 50,000d tu 126921 vao 11/04/2025 19:31:45. Ma giao dich 2273823038. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
